id,perturbation,db_id,train_idx,question,pre_ok,baseline_sql,baseline_ok,latency_baseline_s,baseline_tokens_in,baseline_tokens_out,refreshed_schema_sql,refreshed_schema_ok,latency_refreshed_schema_s,refreshed_tokens_in,refreshed_tokens_out,error_feedback_sql,error_feedback_ok,error_feedback_retry,latency_error_feedback_s,error_feedback_tokens_in,error_feedback_tokens_out,mcp_sql,mcp_method,mcp_verdict,mcp_ok,latency_mcp_s,mcp_tokens_in,mcp_tokens_out,backend
evo_tm_00092,TABLE_MERGE,financial,92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,0,"SELECT COUNT(DISTINCT d.district_id)
FROM district d
JOIN client c ON d.district_id = c.district_id
JOIN disp dp ON c.client_id = dp.client_id
JOIN account a ON dp.account_id = a.account_id
JOIN trans t ON a.account_id = t.account_id
WHERE c.gender = 'F' 
GROUP BY d.district_id
HAVING AVG(CASE WHEN t.type = 'credit' THEN t.amount ELSE 0 END) BETWEEN 6000 AND 10000",0,1.9647,310,112,"SELECT COUNT(DISTINCT cd.district_id) 
FROM client_district cd
WHERE cd.gender = 'F' 
GROUP BY cd.district_id
HAVING AVG(cd.A4) > 6000 AND AVG(cd.A4) < 10000",0,1.3041,305,58,"SELECT COUNT(DISTINCT d.district_id)
FROM district d
JOIN client c ON d.district_id = c.district_id
JOIN disp dp ON c.client_id = dp.client_id
JOIN account a ON dp.account_id = a.account_id
JOIN trans t ON a.account_id = t.account_id
WHERE c.gender = 'F' 
GROUP BY d.district_id
HAVING AVG(CASE WHEN t.type = 'credit' THEN t.amount ELSE 0 END) BETWEEN 6000 AND 10000",0,1,1.9117,451,112,"SELECT COUNT(DISTINCT cd.district_id) 
FROM client_district AS cd 
JOIN disp AS dp ON cd.client_id = dp.client_id 
JOIN account AS a ON dp.account_id = a.account_id 
JOIN trans AS t ON a.account_id = t.account_id 
WHERE cd.gender LIKE 'F%' 
GROUP BY cd.district_id 
HAVING AVG(CASE WHEN t.type = 'credit' THEN t.amount ELSE 0 END) BETWEEN 6000 AND 10000",ast,silent_failure_suspected,0,4.769,1141,210,openai_compat
evo_tm_00093,TABLE_MERGE,financial,93,How many male customers who are living in North Bohemia have average salary greater than 8000?,0,"SELECT COUNT(DISTINCT client.client_id)
FROM client
JOIN district ON client.district_id = district.district_id
JOIN disp ON client.client_id = disp.client_id
JOIN account ON disp.account_id = account.account_id
JOIN trans ON account.account_id = trans.account_id
WHERE client.gender = 'male'
AND district.A2 = 'North Bohemia'
GROUP BY client.client_id
HAVING AVG(trans.amount) > 8000",0,2.7116,306,97,"SELECT COUNT(DISTINCT cd.client_id)
FROM client_district cd
JOIN disp d ON cd.client_id = d.client_id
JOIN account a ON d.account_id = a.account_id
JOIN trans t ON a.account_id = t.account_id
WHERE cd.gender = 'male'
  AND cd.A2 = 'North Bohemia'
GROUP BY cd.client_id
HAVING AVG(t.amount) > 8000",0,1.9416,301,91,"SELECT COUNT(DISTINCT client.client_id)
FROM client
JOIN district ON client.district_id = district.district_id
JOIN disp ON client.client_id = disp.client_id
JOIN account ON disp.account_id = account.account_id
JOIN trans ON account.account_id = trans.account_id
WHERE client.gender = 'male'
AND district.A2 = 'North Bohemia'
GROUP BY client.client_id
HAVING AVG(trans.amount) > 8000",0,1,1.8156,432,97,"SELECT COUNT(DISTINCT client_district.client_id) 
FROM client_district 
JOIN disp ON client_district.client_id = disp.client_id 
JOIN account ON disp.account_id = account.account_id 
JOIN trans ON account.account_id = trans.account_id 
WHERE client_district.gender = 'male' 
AND client_district.A2 = 'North Bohemia' 
GROUP BY client_district.client_id 
HAVING AVG(trans.amount) > 8000",ast,silent_failure_suspected,0,1.8727,522,99,openai_compat
evo_tm_00846,TABLE_MERGE,formula_1,846,Please list the reference names of the drivers who are eliminated in the first period in race number 20.,0,"SELECT d.driverRef
FROM qualifying q
JOIN drivers d ON q.driverId = d.driverId
WHERE q.raceId = 20 AND q.q2 IS NULL AND q.q3 IS NULL",0,1.2317,458,46,"SELECT DISTINCT dq.driverRef
FROM drivers_qualifying dq
WHERE dq.raceId = 20 AND dq.q1 IS NOT NULL AND dq.q2 IS NULL",0,1.3031,459,39,"SELECT d.driverRef
FROM results r
JOIN drivers d ON r.driverId = d.driverId
WHERE r.raceId = 20 AND r.position IS NULL",0,1,0.9197,533,39,"SELECT dq.driverRef 
FROM drivers_qualifying AS dq 
WHERE dq.raceId = 20 AND dq.q2 IS NULL AND dq.q3 IS NULL",ast,valid,0,0.9195,576,38,openai_compat
evo_tm_00847,TABLE_MERGE,formula_1,847,What is the surname of the driver with the best lap time in race number 19 in the second qualifying period?,0,"SELECT d.surname
FROM qualifying q
JOIN drivers d ON q.driverId = d.driverId
WHERE q.raceId = 19 AND q.q2 IS NOT NULL
ORDER BY CAST(REPLACE(q.q2, ':', '') AS INTEGER)
LIMIT 1",0,2.1056,460,60,"SELECT dq.surname
FROM drivers_qualifying dq
JOIN races r ON dq.raceId = r.raceId
WHERE r.round = 19 AND dq.q2 IS NOT NULL
ORDER BY CAST(REPLACE(dq.q2, ':', '') AS INTEGER)
LIMIT 1",0,2.0474,461,64,"SELECT d.surname
FROM qualifying q
JOIN drivers d ON q.driverId = d.driverId
JOIN races r ON q.raceId = r.raceId
WHERE r.round = 19 AND q.q2 IS NOT NULL
ORDER BY CAST(REPLACE(q.q2, ':', '') AS INTEGER)
LIMIT 1",0,1,1.3236,549,72,"SELECT dq.surname 
FROM drivers_qualifying AS dq 
WHERE dq.raceId = 19 AND dq.q2 IS NOT NULL 
ORDER BY CAST(REPLACE(dq.q2, ':', '') AS INTEGER) 
LIMIT 1",ast,valid,0,1.2845,591,54,openai_compat
evo_tm_01312,TABLE_MERGE,student_club,1312,What's Angela Sanders's major?,1,"SELECT major.major_name
FROM member
JOIN major ON member.link_to_major = major.major_id
WHERE member.first_name = 'Angela' AND member.last_name = 'Sanders'",0,0.9903,269,41,"SELECT major_name 
FROM member_major 
WHERE first_name = 'Angela' AND last_name = 'Sanders'",1,0.7945,267,27,"SELECT major.major_name
FROM member
JOIN major ON member.link_to_major = major.major_id
WHERE member.first_name = 'Angela' AND member.last_name = 'Sanders'",0,1,1.3924,339,41,SELECT major_name FROM member_major WHERE first_name = 'Angela' AND last_name = 'Sanders',ast,silent_failure_suspected,1,1.0107,374,25,openai_compat
evo_tm_01313,TABLE_MERGE,student_club,1313,How many students in the Student_Club are from the College of Engineering?,1,"SELECT COUNT(*) 
FROM member 
JOIN major ON member.link_to_major = major.major_id 
WHERE major.college = 'College of Engineering'",0,1.0906,278,33,"SELECT COUNT(DISTINCT member_id) 
FROM member_major 
WHERE college = 'College of Engineering'",1,1.2471,276,25,"SELECT COUNT(*) 
FROM member 
JOIN major ON member.link_to_major = major.major_id 
WHERE major.college = 'Engineering'",0,1,1.5708,340,31,"SELECT COUNT(*) 
FROM member_major 
WHERE college = 'College of Engineering'",ast,valid,1,1.1181,375,20,openai_compat
evo_tm_01314,TABLE_MERGE,student_club,1314,Please list the full names of the students in the Student_Club that come from the Art and Design Department.,0,"SELECT m.first_name || ' ' || m.last_name AS full_name
FROM member m
JOIN major ma ON m.link_to_major = ma.major_id
WHERE ma.department = 'Art and Design'",0,1.0477,285,45,"SELECT first_name || ' ' || last_name AS full_name
FROM member_major
WHERE department = 'Art and Design'",0,1.0157,283,29,"SELECT member.first_name || ' ' || member.last_name AS full_name
FROM member
JOIN major ON member.link_to_major = major.major_id
WHERE major.department = 'Art and Design'",0,1,1.1779,359,43,"SELECT mm.first_name || ' ' || mm.last_name AS full_name 
FROM member_major AS mm 
WHERE mm.department = 'Art and Design'",ast,silent_failure_suspected,0,1.2164,396,34,openai_compat
evo_tm_01315,TABLE_MERGE,student_club,1315,"How many students of the Student_Club have attended the event ""Women's Soccer""?",1,"SELECT COUNT(DISTINCT a.link_to_member) 
FROM attendance a
JOIN event e ON a.link_to_event = e.event_id
WHERE e.event_name = ""Women's Soccer""",0,1.2266,279,41,"SELECT COUNT(DISTINCT link_to_member) 
FROM event_attendance 
WHERE event_name = ""Women's Soccer""",1,1.2199,278,27,"SELECT COUNT(DISTINCT a.link_to_member) 
FROM attendance a
JOIN event e ON a.link_to_event = e.event_id
WHERE e.event_name = ""Women's Soccer""",0,1,1.1295,349,41,"SELECT COUNT(DISTINCT ea.link_to_member) 
FROM event_attendance AS ea 
WHERE ea.event_name = ""Women's Soccer""",ast,valid,1,3.3591,388,31,openai_compat
evo_tm_00718,TABLE_MERGE,superhero,718,"How many superheroes have the super power of ""Super Strength""?",1,"SELECT COUNT(DISTINCT hero_id) 
FROM hero_power 
JOIN superpower ON hero_power.power_id = superpower.id 
WHERE superpower.power_name = 'Super Strength'",0,1.6533,221,40,"SELECT COUNT(DISTINCT hero_id) 
FROM hero_superpower 
WHERE power_name = 'Super Strength'",1,1.0104,218,26,"SELECT COUNT(DISTINCT hero_id) 
FROM hero_power 
JOIN superpower ON hero_power.power_id = superpower.id 
WHERE superpower.power_name = 'Super Strength'",0,1,1.4144,291,40,"SELECT COUNT(DISTINCT hero_id) 
FROM hero_superpower 
WHERE power_name = 'Super Strength'",ast,valid,1,0.9608,327,26,openai_compat
evo_tm_01153,TABLE_MERGE,thrombosis_prediction,1153,What is the disease patient '30609' diagnosed with. List all the date of laboratory tests done for this patient.,1,"SELECT p.Diagnosis, l.Date 
FROM Patient p 
JOIN Laboratory l ON p.ID = l.ID 
WHERE p.ID = 30609",0,1.0418,334,35,"SELECT Diagnosis, Date 
FROM Patient_Laboratory 
WHERE ID = 30609",1,1.1107,331,22,"SELECT e.Diagnosis, l.Date 
FROM Examination e 
JOIN Laboratory l ON e.ID = l.ID 
WHERE e.ID = 30609",0,1,1.0486,398,35,"SELECT Diagnosis, Date FROM Patient_Laboratory WHERE ID = 30609",ast,valid,1,1.2706,499,20,openai_compat
evo_tm_01154,TABLE_MERGE,thrombosis_prediction,1154,State the sex and birthday of patient ID '163109'. When was the examination taken and what symptom does the patient had.,1,"SELECT p.SEX, p.Birthday, e.""Examination Date"", e.Symptoms
FROM Patient p
JOIN Examination e ON p.ID = e.ID
WHERE p.ID = 163109",0,1.2399,335,46,"SELECT SEX, Birthday, Examination Date, Symptoms 
FROM Patient_Examination 
WHERE ID = 163109",0,1.0377,337,27,"SELECT p.SEX, p.Birthday, e.""Examination Date"", e.Symptoms
FROM Patient p
JOIN Examination e ON p.ID = e.ID
WHERE p.ID = 163109",0,1,1.38,410,46,"SELECT p.SEX, p.Birthday, p.""Examination Date"", p.Symptoms 
FROM Patient_Examination AS p 
WHERE p.ID = 163109",ast,valid,1,1.4429,454,40,openai_compat
evo_tm_01155,TABLE_MERGE,thrombosis_prediction,1155,"List the patient ID, sex and birthday of patient with LDH beyond normal range.",0,"SELECT p.ID, p.SEX, p.Birthday
FROM Patient p
JOIN Laboratory l ON p.ID = l.ID
WHERE l.LDH > 250 OR l.LDH < 140",0,1.1237,327,45,"SELECT ID, SEX, Birthday 
FROM Patient_Laboratory 
WHERE LDH > 250 OR LDH < 140",0,1.181,324,30,"SELECT p.ID, p.SEX, p.Birthday
FROM Patient p
JOIN Laboratory l ON p.ID = l.ID
WHERE l.LDH > 250 OR l.LDH < 140",0,1,1.5315,401,45,"SELECT ID, SEX, Birthday FROM Patient_Laboratory WHERE LDH > 250 OR LDH < 140",ast,valid,0,1.2334,502,28,openai_compat
evo_tm_01156,TABLE_MERGE,thrombosis_prediction,1156,State the ID and age of patient with positive degree of coagulation.,0,"SELECT P.ID, 
       (strftime('%Y', 'now') - strftime('%Y', P.Birthday)) - (strftime('%m-%d', 'now') < strftime('%m-%d', P.Birthday)) AS Age
FROM Patient P
JOIN Examination E ON P.ID = E.ID
WHERE E.KCT = 'positive' OR E.RVVT = 'positive' OR E.LAC = 'positive'",0,1.4937,324,93,"SELECT pe.ID, (strftime('%Y', 'now') - strftime('%Y', pe.Birthday)) AS Age
FROM patient_examination pe
WHERE pe.KCT = 'positive' OR pe.RVVT = 'positive' OR pe.LAC = 'positive'",0,1.2089,323,60,"SELECT P.ID, 
       (strftime('%Y', 'now') - strftime('%Y', P.Birthday)) - (strftime('%m-%d', 'now') < strftime('%m-%d', P.Birthday)) AS Age
FROM Patient P
JOIN Examination E ON P.ID = E.ID
WHERE E.KCT = 'positive' OR E.RVVT = 'positive' OR E.LAC = 'positive'",0,1,1.9788,446,93,"SELECT PE.ID, 
       (STRFTIME('%Y', 'now') - STRFTIME('%Y', PE.Birthday)) - 
       (STRFTIME('%m-%d', 'now') < STRFTIME('%m-%d', PE.Birthday)) AS Age 
FROM patient_examination AS PE 
WHERE PE.KCT = 'positive' OR PE.RVVT = 'positive' OR PE.LAC = 'positive'",ast,silent_failure_suspected,0,1.5671,490,94,openai_compat
evo_tm_00196,TABLE_MERGE,toxicology,196,"In the non-carcinogenic molecules, how many contain chlorine atoms?",0,"SELECT COUNT(DISTINCT m.molecule_id) 
FROM molecule m
JOIN atom a ON m.molecule_id = a.molecule_id
WHERE m.label != 'carcinogenic' AND a.element = 'chlorine'",0,1.5171,130,50,"SELECT COUNT(DISTINCT ma.molecule_id) 
FROM molecule_atom ma
WHERE ma.element = 'Cl' 
AND ma.molecule_id NOT IN (
    SELECT DISTINCT ma2.molecule_id 
    FROM molecule_atom ma2
    JOIN connected c ON ma2.atom_id = c.atom_id OR ma2.atom_id = c.atom_id2
    JOIN bond b ON c.bond_id = b.bond_id
    WHERE b.bond_type = 'carcinogenic'
)",0,1.6269,124,104,"SELECT COUNT(DISTINCT m.molecule_id) 
FROM molecule m
JOIN atom a ON m.molecule_id = a.molecule_id
WHERE m.label != 'carcinogenic' AND a.element = 'chlorine'",0,1,1.521,209,50,"SELECT COUNT(DISTINCT ma.molecule_id) 
FROM molecule_atom AS ma 
WHERE ma.label <> 'carcinogenic' AND ma.element = 'chlorine'",ast,silent_failure_suspected,0,1.1523,303,38,openai_compat
evo_tm_00197,TABLE_MERGE,toxicology,197,Calculate the average number of oxygen atoms in single-bonded molecules.,0,"SELECT AVG(oxygen_count) 
FROM (
    SELECT m.molecule_id, COUNT(a.atom_id) AS oxygen_count
    FROM molecule m
    JOIN atom a ON m.molecule_id = a.molecule_id
    JOIN bond b ON m.molecule_id = b.molecule_id
    WHERE a.element = 'O' AND b.bond_type = 'single'
    GROUP BY m.molecule_id
)",0,1.767,129,90,"SELECT AVG(oxygen_count) 
FROM (
    SELECT m.molecule_id, COUNT(DISTINCT ab.atom_id) AS oxygen_count
    FROM molecule m
    JOIN atom_bond ab ON m.molecule_id = ab.molecule_id_bond
    WHERE ab.bond_type = 'single' AND ab.element = 'O'
    GROUP BY m.molecule_id
)",0,1.8105,131,82,"SELECT AVG(oxygen_count) 
FROM (
    SELECT m.molecule_id, COUNT(a.atom_id) AS oxygen_count
    FROM molecule m
    JOIN atom a ON m.molecule_id = a.molecule_id
    JOIN bond b ON m.molecule_id = b.molecule_id
    JOIN connected c ON b.bond_id = c.bond_id
    WHERE a.element = 'O' AND b.bond_type = 'single'
    GROUP BY m.molecule_id
)",0,1,2.1671,248,105,"SELECT AVG(oxygen_count) 
FROM (
    SELECT ab.molecule_id_atom, COUNT(ab.atom_id) AS oxygen_count 
    FROM molecule AS m 
    JOIN atom_bond AS ab ON m.molecule_id = ab.molecule_id_atom 
    WHERE ab.element = 'O' AND ab.bond_type = 'single' 
    GROUP BY ab.molecule_id_atom
)",ast,valid,0,2.1226,282,83,openai_compat
evo_tm_00198,TABLE_MERGE,toxicology,198,On average how many carcinogenic molecules are single bonded?,0,"SELECT AVG(single_bond_count) 
FROM (
    SELECT m.molecule_id, COUNT(DISTINCT b.bond_id) AS single_bond_count
    FROM molecule m
    JOIN bond b ON m.molecule_id = b.molecule_id
    WHERE m.label = 'carcinogenic' AND b.bond_type = 'single'
    GROUP BY m.molecule_id
)",0,1.6344,126,84,"SELECT AVG(single_bond_count) 
FROM (
    SELECT molecule_id, COUNT(DISTINCT bond_id) AS single_bond_count
    FROM bond
    WHERE bond_type = 'single'
    GROUP BY molecule_id
) AS single_bond_counts
WHERE molecule_id IN (
    SELECT DISTINCT molecule_id
    FROM molecule_atom
    WHERE label = 'carcinogenic'
)",0,1.3205,120,83,"SELECT AVG(single_bond_count) 
FROM (
    SELECT m.molecule_id, COUNT(DISTINCT b.bond_id) AS single_bond_count
    FROM molecule m
    JOIN bond b ON m.molecule_id = b.molecule_id
    WHERE m.label = 'carcinogenic' AND b.bond_type = 'single'
    GROUP BY m.molecule_id
) AS subquery",0,1,1.8485,239,88,"SELECT AVG(single_bond_count) FROM (
    SELECT ma.molecule_id, COUNT(DISTINCT b.bond_id) AS single_bond_count 
    FROM molecule_atom AS ma 
    JOIN bond AS b ON ma.molecule_id = b.molecule_id 
    WHERE ma.label = 'carcinogenic' AND b.bond_type = 'single' 
    GROUP BY ma.molecule_id
)",ast,silent_failure_suspected,0,2.0223,326,87,openai_compat
evo_tm_00199,TABLE_MERGE,toxicology,199,"In the molecule containing sodium atoms, how many are non-carcinogenic?",0,"SELECT COUNT(*) 
FROM molecule 
WHERE molecule_id IN (
    SELECT DISTINCT a.molecule_id 
    FROM atom a 
    WHERE a.element = 'Sodium'
) AND label != 'carcinogenic'",0,1.3969,131,47,"SELECT COUNT(DISTINCT m.molecule_id) 
FROM molecule_atom m
WHERE m.element = 'Na' AND m.molecule_id NOT IN (
    SELECT DISTINCT m2.molecule_id
    FROM molecule_atom m2
    WHERE m2.label = 'carcinogenic'
)",0,1.6456,125,63,"SELECT COUNT(*) 
FROM molecule 
WHERE molecule_id IN (
    SELECT DISTINCT a.molecule_id 
    FROM atom a 
    WHERE a.element = 'Sodium'
) AND label != 'carcinogenic'",0,1,1.1837,207,47,"SELECT COUNT(*) 
FROM molecule_atom 
WHERE element = 'Sodium' 
AND label <> 'carcinogenic'",ast,silent_failure_suspected,0,1.3093,295,28,openai_compat
evo_tr_00000,TABLE_RENAME,california_schools,0,What is the highest eligible free rate for K-12 students in the schools in Alameda County?,1,"SELECT MAX(""Percent (%) Eligible Free (K-12)"") 
FROM frpm 
WHERE ""County Name"" = 'Alameda'",0,0.9171,554,31,"SELECT MAX(""Percent (%) Eligible Free (K-12)"") 
FROM FreeReducedPriceMeals 
WHERE ""County Name"" = 'Alameda'",1,1.579,556,33,"SELECT MAX(""Percent (%) Eligible Free (K-12)"") 
FROM ""frpm"" 
WHERE ""County Name"" = 'Alameda'",0,1,1.3385,615,33,"SELECT MAX(""Percent (%) Eligible Free (K-12)"") FROM FreeReducedPriceMeals WHERE ""County Name"" = 'Alameda'",ast,silent_failure_suspected,1,1.0723,640,31,openai_compat
evo_tr_00001,TABLE_RENAME,california_schools,1,Please list the lowest three eligible free rates for students aged 5-17 in continuation schools.,0,"SELECT ""School Name"", ""Percent (%) Eligible Free (Ages 5-17)""
FROM frpm
WHERE ""School Type"" = 'Continuation'
ORDER BY ""Percent (%) Eligible Free (Ages 5-17)"" ASC
LIMIT 3",0,1.1087,554,56,"SELECT ""Percent (%) Eligible Free (Ages 5-17)""
FROM FreeReducedPriceMeals
WHERE ""School Type"" = 'Continuation'
ORDER BY ""Percent (%) Eligible Free (Ages 5-17)"" ASC
LIMIT 3",0,1.2268,556,54,"SELECT ""School"", ""Percent (%) Eligible Free (Ages 5-17)""
FROM schools
JOIN frpm ON schools.CDSCode = frpm.CDSCode
WHERE ""School Type"" = 'Continuation'
ORDER BY ""Percent (%) Eligible Free (Ages 5-17)"" ASC
LIMIT 3",0,1,1.7733,640,69,"SELECT ""School Name"", ""Percent (%) Eligible Free (Ages 5-17)"" 
FROM FreeReducedPriceMeals 
WHERE ""School Type"" = 'Continuation' 
ORDER BY ""Percent (%) Eligible Free (Ages 5-17)"" ASC 
LIMIT 3",ast,silent_failure_suspected,0,1.2271,665,60,openai_compat
evo_tr_00002,TABLE_RENAME,california_schools,2,Please list the zip code of all the charter schools in Fresno County Office of Education.,0,"SELECT DISTINCT s.Zip 
FROM schools s
JOIN frpm f ON s.CDSCode = f.CDSCode
WHERE s.County = 'Fresno' 
AND f.County Name = 'Fresno County Office of Education'
AND s.Charter = 1",0,1.2617,552,62,"SELECT ei.Zip 
FROM EducationalInstitutions ei
JOIN FreeReducedPriceMeals frpm ON ei.CDSCode = frpm.CDSCode
WHERE ei.County = 'Fresno' 
  AND ei.District = 'Fresno County Office of Education' 
  AND ei.Charter = 1",1,1.527,556,69,"SELECT DISTINCT s.Zip 
FROM schools s
JOIN frpm f ON s.CDSCode = f.CDSCode
WHERE s.County = 'Fresno' 
AND f.[County Name] = 'Fresno County Office of Education'
AND s.Charter = 1",0,1,1.8972,644,63,"SELECT DISTINCT ei.Zip 
FROM EducationalInstitutions ei
JOIN FreeReducedPriceMeals frpm ON ei.CDSCode = frpm.CDSCode
WHERE ei.County = 'Fresno' 
AND frpm.County Name = 'Fresno County Office of Education'
AND ei.Charter = 1",parse_error,execution_error,0,1.3583,693,69,openai_compat
evo_tr_00003,TABLE_RENAME,california_schools,3,What is the unabbreviated mailing street address of the school with the highest FRPM count for K-12 students?,1,"SELECT s.MailStreet 
FROM frpm f
JOIN schools s ON f.CDSCode = s.CDSCode
ORDER BY f.`FRPM Count (K-12)` DESC
LIMIT 1",0,0.9815,559,46,"SELECT ei.MailStreet
FROM EducationalInstitutions ei
JOIN frpm f ON ei.CDSCode = f.CDSCode
ORDER BY f.`FRPM Count (K-12)` DESC
LIMIT 1",1,1.0914,561,48,"SELECT s.MailStreet 
FROM frpm f
JOIN schools s ON f.CDSCode = s.CDSCode
ORDER BY f.[FRPM Count (K-12)] DESC
LIMIT 1",0,1,1.3662,634,46,"SELECT s.MailStreet FROM frpm AS f JOIN EducationalInstitutions AS s ON f.CDSCode = s.CDSCode ORDER BY f.""FRPM Count (K-12)"" DESC LIMIT 1",ast,valid,1,0.0507,0,0,openai_compat
evo_tr_00340,TABLE_RENAME,card_games,340,Which are the cards that have incredibly powerful foils.,0,"SELECT name 
FROM cards 
WHERE hasFoil = 1 AND (text LIKE '%incredibly powerful%' OR flavorText LIKE '%incredibly powerful%')",0,1.4025,586,38,"SELECT name 
FROM card_details 
WHERE hasFoil = 1 AND (text LIKE '%incredibly powerful%' OR flavorText LIKE '%incredibly powerful%')",0,1.5482,587,39,"SELECT name 
FROM cards 
WHERE hasFoil = 1 AND (text LIKE '%incredibly powerful%' OR flavorText LIKE '%incredibly powerful%')",0,1,1.3075,653,38,SELECT name FROM card_details WHERE hasFoil = 1 AND (text LIKE '%incredibly powerful%' OR flavorText LIKE '%incredibly powerful%'),ast,silent_failure_suspected,0,1.3024,674,37,openai_compat
evo_tr_00341,TABLE_RENAME,card_games,341,What are the borderless cards available without powerful foils?,0,"SELECT name 
FROM cards 
WHERE borderColor = 'borderless' 
AND hasFoil = 0",0,1.1112,587,27,"SELECT name 
FROM playing_cards 
WHERE borderColor = 'borderless' 
AND hasFoil = 0",0,1.0432,588,28,"SELECT name 
FROM cards 
WHERE borderColor = 'borderless' 
AND hasFoil = 0",0,1,1.4111,643,27,SELECT name FROM playing_cards WHERE borderColor = 'borderless' AND hasFoil = 0,ast,valid,0,0.085,0,0,openai_compat
evo_tr_00342,TABLE_RENAME,card_games,342,List the card names with value that cost more converted mana for the face.,0,"SELECT name 
FROM cards 
WHERE faceConvertedManaCost > convertedManaCost",0,0.9934,590,20,"SELECT name 
FROM card_details 
WHERE faceConvertedManaCost > convertedManaCost",0,1.1123,591,21,"SELECT name 
FROM cards 
WHERE faceConvertedManaCost > convertedManaCost",0,1,1.1932,639,20,SELECT name FROM card_details WHERE faceConvertedManaCost > convertedManaCost,ast,valid,0,0.0842,0,0,openai_compat
evo_tr_00343,TABLE_RENAME,card_games,343,Name all cards with 2015 frame style ranking below 100 on EDHRec.,0,"SELECT name 
FROM cards 
WHERE frameVersion = '2015' AND edhrecRank < 100",0,1.2826,593,27,"SELECT name 
FROM card_details 
WHERE frameVersion = '2015' AND edhrecRank < 100",0,1.0326,594,28,"SELECT name 
FROM cards 
WHERE frameVersion = '2015' AND edhrecRank < 100",0,1,1.4419,649,27,SELECT name FROM card_details WHERE frameVersion = '2015' AND edhrecRank < 100,ast,valid,0,0.0851,0,0,openai_compat
evo_tr_00531,TABLE_RENAME,codebase_community,531,"Which user has a higher reputation, Harlan or Jarrod Dixon?",0,"SELECT DisplayName, Reputation 
FROM users 
WHERE DisplayName IN ('Harlan', 'Jarrod Dixon') 
ORDER BY Reputation DESC 
LIMIT 1",0,1.1226,398,36,"SELECT DisplayName, Reputation 
FROM user_information 
WHERE DisplayName IN ('Harlan', 'Jarrod Dixon') 
ORDER BY Reputation DESC 
LIMIT 1",0,1.1743,399,37,"SELECT DisplayName, Reputation 
FROM users 
WHERE DisplayName IN ('Harlan', 'Jarrod Dixon') 
ORDER BY Reputation DESC 
LIMIT 1",0,1,1.4149,463,36,"SELECT DisplayName, Reputation 
FROM user_information 
WHERE DisplayName IN ('Harlan', 'Jarrod Dixon') 
ORDER BY Reputation DESC 
LIMIT 1",ast,silent_failure_suspected,0,1.306,482,37,openai_compat
evo_tr_00532,TABLE_RENAME,codebase_community,532,Please list the display names of all the users whose accounts were created in the year 2011.,1,"SELECT DisplayName FROM users WHERE strftime('%Y', CreationDate) = '2011'",0,1.1425,404,23,"SELECT DisplayName FROM user_information WHERE strftime('%Y', CreationDate) = '2011'",1,1.1027,405,24,"SELECT DisplayName FROM users WHERE strftime('%Y', CreationDate) = '2011'",0,1,1.0897,456,23,"SELECT DisplayName FROM user_information WHERE STRFTIME('%Y', CreationDate) = '2011'",ast,valid,1,0.0445,0,0,openai_compat
evo_tr_00533,TABLE_RENAME,codebase_community,533,How many users last accessed the website after 2014/9/1?,0,SELECT COUNT(*) FROM users WHERE LastAccessDate > '2014-09-01',0,1.0583,400,22,SELECT COUNT(*) FROM user_information WHERE LastAccessDate > '2014-09-01',0,0.9143,401,23,SELECT COUNT(*) FROM users WHERE LastAccessDate > '2014-09-01',0,1,1.1794,451,22,SELECT COUNT(*) FROM user_information WHERE LastAccessDate > '2014-09-01',ast,valid,0,0.0357,0,0,openai_compat
evo_tr_00534,TABLE_RENAME,codebase_community,534,What is the display name of the user who has the most number of views?,1,"SELECT DisplayName 
FROM users 
ORDER BY Views DESC 
LIMIT 1",0,1.0591,400,20,"SELECT DisplayName 
FROM user_information 
ORDER BY Views DESC 
LIMIT 1",1,1.0243,401,21,"SELECT DisplayName 
FROM users 
ORDER BY Views DESC 
LIMIT 1",0,1,1.1186,449,20,SELECT DisplayName FROM user_information ORDER BY Views DESC LIMIT 1,ast,valid,1,0.0353,0,0,openai_compat
evo_tr_01470,TABLE_RENAME,debit_card_specializing,1470,How many gas stations in CZE has Premium gas?,0,"SELECT COUNT(DISTINCT g.GasStationID) 
FROM gasstations g
JOIN transactions_1k t ON g.GasStationID = t.GasStationID
JOIN products p ON t.ProductID = p.ProductID
WHERE g.Country = 'CZE' AND p.Description LIKE '%Premium%'",0,1.2836,166,67,"SELECT COUNT(DISTINCT f.GasStationID) 
FROM fuelstations f
JOIN transactions_1k t ON f.GasStationID = t.GasStationID
JOIN products p ON t.ProductID = p.ProductID
WHERE f.Country = 'CZE' AND p.Description LIKE '%Premium%'",0,1.158,166,67,"SELECT COUNT(DISTINCT g.GasStationID) 
FROM gasstations g
JOIN transactions_1k t ON g.GasStationID = t.GasStationID
JOIN products p ON t.ProductID = p.ProductID
WHERE g.Country = 'CZE' AND p.Description LIKE '%Premium%'",0,1,1.2341,264,67,"SELECT COUNT(DISTINCT g.GasStationID) 
FROM fuelstations AS g 
JOIN transactions_1k AS t ON g.GasStationID = t.GasStationID 
JOIN products AS p ON t.ProductID = p.ProductID 
WHERE g.Country = 'CZE' AND p.Description LIKE '%Premium%'",ast,silent_failure_suspected,0,2.7324,284,70,openai_compat
