id,perturbation,db_id,train_idx,question,pre_ok,baseline_sql,baseline_ok,latency_baseline_s,baseline_tokens_in,baseline_tokens_out,refreshed_schema_sql,refreshed_schema_ok,latency_refreshed_schema_s,refreshed_tokens_in,refreshed_tokens_out,error_feedback_sql,error_feedback_ok,error_feedback_retry,latency_error_feedback_s,error_feedback_tokens_in,error_feedback_tokens_out,mcp_sql,mcp_method,mcp_verdict,mcp_ok,latency_mcp_s,mcp_tokens_in,mcp_tokens_out,backend
evo_tm_01026,TABLE_MERGE,european_football_2,1026,Which home team had lost the fewest matches in the 2016 season?,0,"SELECT t.team_long_name, COUNT(*) as losses
FROM Match m
JOIN Team t ON m.home_team_api_id = t.team_api_id
WHERE m.season = '2016/2017' AND m.home_team_goal < m.away_team_goal
GROUP BY m.home_team_api_id
ORDER BY losses ASC
LIMIT 1",0,2.5299,1414,100,"SELECT mt.team_api_id, mt.team_long_name, COUNT(*) as losses
FROM MatchTeam mt
WHERE mt.season = '2016/2017'
  AND mt.home_team_goal < mt.away_team_goal
GROUP BY mt.team_api_id, mt.team_long_name
ORDER BY losses ASC
LIMIT 1",0,2.0425,1234,93,"The error indicates that the table name is case-sensitive or doesn't exist as ""Match"". Looking at the schema provided, the table is defined as ""Match"" but SQLite may be having issues. However, the most likely issue is that the query syntax is correct but the table doesn't exist in the current database context.

Let me provide the corrected query with proper table reference:

```sql
SELECT t.team_long_name, COUNT(*) as losses
FROM Match m
JOIN Team t ON m.home_team_api_id = t.team_api_id
WHERE m.season = '2016/2017' AND m.home_team_goal < m.away_team_goal
GROUP BY m.home_team_api_id
ORDER BY losses ASC
LIMIT 1
```

If the table truly doesn't exist, the issue is with the database itself. However, if the table name is different or needs escaping, try:

```sql
SELECT t.team_long_name, COUNT(*) as losses
FROM ""Match"" m
JOIN Team t ON m.home_team_api_id = t.team_api_id
WHERE m.season = '2016/2017' AND m.home_team_goal < m.away_team_goal
GROUP BY m.home_team_api_id
ORDER BY losses ASC
LIMIT 1",0,1,6.1231,1546,312,"SELECT mt.team_long_name, COUNT(*) AS losses 
FROM MatchTeam AS mt 
WHERE mt.season = '2016/2017' 
AND mt.home_team_goal < mt.away_team_goal 
GROUP BY mt.home_team_api_id, mt.team_long_name 
ORDER BY losses ASC 
LIMIT 1",ast,silent_failure_suspected,0,2.0502,1410,97,anthropic
evo_tm_01027,TABLE_MERGE,european_football_2,1027,Indicate the full names of the top 10 players with the highest number of penalties.,0,"SELECT p.player_name
FROM Player p
JOIN Player_Attributes pa ON p.player_api_id = pa.player_api_id
WHERE pa.penalties IS NOT NULL
GROUP BY p.player_api_id, p.player_name
ORDER BY MAX(pa.penalties) DESC
LIMIT 10",0,1.4139,1416,80,"SELECT player_name
FROM player_info
ORDER BY penalties DESC
LIMIT 10",1,1.0818,1392,23,"SELECT p.player_name
FROM Player p
JOIN Player_Attributes pa ON p.player_fifa_api_id = pa.player_fifa_api_id
WHERE pa.penalties IS NOT NULL
GROUP BY p.player_api_id, p.player_name
ORDER BY MAX(pa.penalties) DESC
LIMIT 10",0,1,2.0826,1528,79,"SELECT player_name FROM player_info WHERE penalties IS NOT NULL GROUP BY id, player_name ORDER BY MAX(penalties) DESC LIMIT 10",ast,valid,1,1.3556,1613,39,anthropic
evo_tm_01028,TABLE_MERGE,european_football_2,1028,"In Scotland Premier League, which away team won the most during the 2010 season?",0,"SELECT t.team_long_name, COUNT(*) as wins
FROM Match m
JOIN League l ON m.league_id = l.id
JOIN Country c ON l.country_id = c.id
JOIN Team t ON m.away_team_api_id = t.team_api_id
WHERE c.name = 'Scotland'
AND l.name = 'Premier League'
AND m.season = '2010/2011'
AND m.away_team_goal > m.home_team_goal
GROUP BY m.away_team_api_id, t.team_long_name
ORDER BY wins DESC
LIMIT 1",0,2.1891,1416,157,"SELECT m.away_team_api_id, m.team_api_id, m.team_long_name, COUNT(*) as wins
FROM match_team m
JOIN League l ON m.league_id = l.id
JOIN Country c ON l.country_id = c.id
WHERE c.name = 'Scotland'
AND l.name = 'Premier League'
AND m.season = '2010'
AND m.away_team_goal > m.home_team_goal
GROUP BY m.away_team_api_id, m.team_api_id, m.team_long_name
ORDER BY wins DESC
LIMIT 1",0,1.9776,1235,156,"SELECT t.team_long_name, COUNT(*) as wins
FROM Match m
JOIN League l ON m.league_id = l.id
JOIN Country c ON l.country_id = c.id
JOIN Team t ON m.away_team_api_id = t.team_api_id
WHERE c.name = 'Scotland'
AND l.name = 'Premier League'
AND m.season = '2010/2011'
AND m.away_team_goal > m.home_team_goal
GROUP BY m.away_team_api_id, t.team_long_name
ORDER BY wins DESC
LIMIT 1",0,1,1.5083,1605,152,"SELECT mt.team_long_name, COUNT(*) AS wins 
FROM match_team AS mt 
JOIN League AS l ON mt.league_id = l.id 
JOIN Country AS c ON l.country_id = c.id 
WHERE c.name = 'Scotland' 
AND l.name = 'Premier League' 
AND mt.season = '2010/2011' 
AND mt.away_team_goal > mt.home_team_goal 
GROUP BY mt.away_team_api_id, mt.team_long_name 
ORDER BY wins DESC 
LIMIT 1",ast,silent_failure_suspected,0,2.2509,1464,150,anthropic
evo_tm_00089,TABLE_MERGE,financial,89,How many accounts who choose issuance after transaction are staying in East Bohemia region?,0,"SELECT COUNT(DISTINCT a.account_id)
FROM account a
JOIN disp d ON a.account_id = d.account_id
JOIN client c ON d.client_id = c.client_id
JOIN district dist ON c.district_id = dist.district_id
JOIN card ca ON d.disp_id = ca.disp_id
JOIN trans t ON a.account_id = t.account_id
WHERE dist.A2 = 'East Bohemia'
AND ca.issued > t.date
GROUP BY a.account_id
HAVING COUNT(DISTINCT a.account_id) > 0;
```

Wait, let me reconsider. The question asks for accounts where ""issuance after transaction"" - meaning card issuance date is after transaction date. Let me refine:

```sql
SELECT COUNT(DISTINCT a.account_id)
FROM account a
JOIN disp d ON a.account_id = d.account_id
JOIN client c ON d.client_id = c.client_id
JOIN district dist ON c.district_id = dist.district_id
JOIN card ca ON d.disp_id = ca.disp_id
JOIN trans t ON a.account_id = t.account_id
WHERE dist.A2 = 'East Bohemia'
AND ca.issued > t.date",0,3.4659,360,323,"SELECT COUNT(DISTINCT da.account_id)
FROM district_account da
JOIN disp d ON da.district_id = d.client_id
JOIN client c ON d.client_id = c.client_id
JOIN card ca ON d.disp_id = ca.disp_id
WHERE ca.type = 'issuance after transaction'
AND da.A2 = 'East Bohemia'
```

Wait, let me reconsider the schema relationships:

```sql
SELECT COUNT(DISTINCT da.account_id)
FROM district_account da
JOIN disp d ON da.account_id = d.account_id
JOIN client c ON d.client_id = c.client_id
JOIN card ca ON d.disp_id = ca.disp_id
WHERE ca.type = 'issuance after transaction'
AND da.A2 = 'East Bohemia'",0,2.1734,353,220,"SELECT COUNT(DISTINCT a.account_id)
FROM account a
JOIN disp d ON a.account_id = d.account_id
JOIN client c ON d.client_id = c.client_id
JOIN district dist ON c.district_id = dist.district_id
JOIN card ca ON d.disp_id = ca.disp_id
JOIN trans t ON a.account_id = t.account_id
WHERE dist.A2 = 'East Bohemia'
AND ca.issued > t.date",0,1,1.5214,714,131,"SELECT COUNT(DISTINCT da.account_id)
FROM district_account da
JOIN disp d ON da.account_id = d.account_id
JOIN client c ON d.client_id = c.client_id
JOIN card ca ON d.disp_id = ca.disp_id
JOIN trans t ON da.account_id = t.account_id
WHERE da.A2 = 'East Bohemia'
AND ca.issued > t.date",parse_error,silent_failure_suspected,0,1.9394,815,116,anthropic
evo_tm_00092,TABLE_MERGE,financial,92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,1,"SELECT COUNT(DISTINCT d.district_id)
FROM district d
WHERE d.A11 > 6000 AND d.A11 < 10000",0,1.4494,367,45,"SELECT COUNT(DISTINCT district_id)
FROM client_district
WHERE gender = 'F'
GROUP BY district_id
HAVING AVG(A11) > 6000 AND AVG(A11) < 10000",0,1.3395,360,61,"SELECT COUNT(DISTINCT d.district_id)
FROM district d
WHERE d.A11 > 6000 AND d.A11 < 10000",0,1,0.9822,444,40,SELECT COUNT(DISTINCT cd.district_id) FROM client_district AS cd WHERE cd.A11 > 6000 AND cd.A11 < 10000,ast,silent_failure_suspected,1,1.3998,544,46,anthropic
evo_tm_00093,TABLE_MERGE,financial,93,How many male customers who are living in North Bohemia have average salary greater than 8000?,0,"SELECT COUNT(DISTINCT c.client_id)
FROM client c
JOIN district d ON c.district_id = d.district_id
WHERE c.gender = 'M'
AND d.A3 = 'North Bohemia'
AND d.A11 > 8000",0,1.281,362,75,"SELECT COUNT(DISTINCT cd.client_id)
FROM client_district cd
WHERE cd.gender = 'M'
  AND cd.A2 = 'North Bohemia'
  AND cd.A11 > 8000",0,1.8122,355,63,"SELECT COUNT(DISTINCT c.client_id)
FROM client c
JOIN district d ON c.district_id = d.district_id
WHERE c.gender = 'M'
AND d.A3 = 'North Bohemia'
AND d.A11 > 8000",0,1,1.2323,469,70,SELECT COUNT(DISTINCT client_id) FROM client_district WHERE gender = 'M' AND A3 = 'North Bohemia' AND A11 > 8000,ast,silent_failure_suspected,0,1.1445,567,43,anthropic
evo_tm_00846,TABLE_MERGE,formula_1,846,Please list the reference names of the drivers who are eliminated in the first period in race number 20.,0,"SELECT DISTINCT d.driverRef
FROM results r
JOIN drivers d ON r.driverId = d.driverId
JOIN status s ON r.statusId = s.statusId
WHERE r.raceId = 20
AND s.status LIKE '%Eliminated%'
AND r.laps = 0
ORDER BY d.driverRef",0,1.5927,538,90,"SELECT DISTINCT dq.driverRef
FROM drivers_qualifying dq
WHERE dq.raceId = 20
AND dq.position IS NULL
AND dq.q1 IS NULL",0,1.4972,535,53,"SELECT DISTINCT d.driverRef
FROM results r
JOIN drivers d ON r.driverId = d.driverId
JOIN status s ON r.statusId = s.statusId
WHERE r.raceId = 20
AND s.status LIKE '%Eliminated%'
AND r.laps = 0
ORDER BY d.driverRef",0,1,1.6044,659,84,"SELECT DISTINCT dq.driverRef 
FROM results AS r 
JOIN drivers_qualifying AS dq ON r.driverId = dq.driverId 
JOIN status AS s ON r.statusId = s.statusId 
WHERE r.raceId = 20 AND s.status LIKE '%Eliminated%' AND r.laps = 0 
ORDER BY dq.driverRef",ast,silent_failure_suspected,0,2.1295,701,102,anthropic
evo_tm_00847,TABLE_MERGE,formula_1,847,What is the surname of the driver with the best lap time in race number 19 in the second qualifying period?,0,"SELECT d.surname
FROM qualifying q
JOIN drivers d ON q.driverId = d.driverId
WHERE q.raceId = 19 AND q.q2 IS NOT NULL
ORDER BY q.q2 ASC
LIMIT 1",0,1.1754,541,67,"SELECT dq.surname
FROM drivers_qualifying dq
WHERE dq.raceId = 19
  AND dq.q2 IS NOT NULL
  AND dq.q2 = (
    SELECT MIN(q2)
    FROM drivers_qualifying
    WHERE raceId = 19 AND q2 IS NOT NULL
  )
LIMIT 1",0,1.5751,538,94,"SELECT d.surname
FROM qualifying q
JOIN drivers d ON q.driverId = d.driverId
WHERE q.raceId = 19 AND q.q2 IS NOT NULL
ORDER BY CAST(SUBSTR(q.q2, 1, INSTR(q.q2, '.') + 2) AS REAL) ASC
LIMIT 1",0,1,1.2758,640,90,SELECT surname FROM drivers_qualifying WHERE raceId = 19 AND q2 IS NOT NULL ORDER BY q2 ASC LIMIT 1,ast,valid,0,1.1316,681,40,anthropic
evo_tm_01312,TABLE_MERGE,student_club,1312,What's Angela Sanders's major?,0,"SELECT m.link_to_major, maj.major_name
FROM member m
LEFT JOIN major maj ON m.link_to_major = maj.major_id
WHERE m.first_name = 'Angela' AND m.last_name = 'Sanders'",0,1.4995,318,63,"SELECT major_name
FROM member_major
WHERE first_name = 'Angela' AND last_name = 'Sanders'",1,1.1037,316,31,"SELECT m.link_to_major, maj.major_name
FROM member m
LEFT JOIN major maj ON m.link_to_major = maj.major_id
WHERE m.first_name = 'Angela' AND m.last_name = 'Sanders'",0,1,1.0447,418,63,"SELECT link_to_major, major_name FROM member_major WHERE first_name = 'Angela' AND last_name = 'Sanders'",ast,silent_failure_suspected,0,1.2706,462,40,anthropic
evo_tm_01313,TABLE_MERGE,student_club,1313,How many students in the Student_Club are from the College of Engineering?,1,"SELECT COUNT(DISTINCT m.member_id)
FROM member m
JOIN major ma ON m.link_to_major = ma.major_id
WHERE ma.college = 'College of Engineering'",0,1.446,326,53,"SELECT COUNT(DISTINCT member_id)
FROM member_major
WHERE college = 'College of Engineering'",1,0.9649,324,32,"SELECT COUNT(DISTINCT m.member_id)
FROM member m
JOIN major ma ON m.link_to_major = ma.major_id
WHERE ma.college = 'College of Engineering'",0,1,1.3955,411,48,SELECT COUNT(DISTINCT member_id) FROM member_major WHERE college = 'College of Engineering',ast,valid,1,1.0111,455,30,anthropic
evo_tm_01314,TABLE_MERGE,student_club,1314,Please list the full names of the students in the Student_Club that come from the Art and Design Department.,0,"SELECT member.first_name, member.last_name
FROM member
JOIN major ON member.link_to_major = major.major_id
WHERE major.department = 'Art and Design'",0,1.0068,333,52,"SELECT DISTINCT member_major.first_name, member_major.last_name
FROM member_major
WHERE member_major.department = 'Art and Design'
ORDER BY member_major.last_name, member_major.first_name",0,1.909,331,64,"SELECT member.first_name, member.last_name
FROM member
JOIN major ON member.link_to_major = major.major_id
WHERE major.department = 'Art and Design'",0,1,1.2842,417,47,"SELECT member_major.first_name, member_major.last_name 
FROM member_major 
WHERE member_major.department = 'Art and Design'",ast,silent_failure_suspected,0,1.6878,459,45,anthropic
evo_tm_01315,TABLE_MERGE,student_club,1315,"How many students of the Student_Club have attended the event ""Women's Soccer""?",1,"SELECT COUNT(DISTINCT a.link_to_member)
FROM attendance a
JOIN event e ON a.link_to_event = e.event_id
WHERE e.event_name = 'Women''s Soccer'",0,1.4858,329,58,"SELECT COUNT(DISTINCT ea.link_to_member) 
FROM event_attendance ea
WHERE ea.event_name = ""Women's Soccer"" 
AND ea.status = ""attended""",0,1.8853,327,51,"SELECT COUNT(DISTINCT a.link_to_member)
FROM attendance a
JOIN event e ON a.link_to_event = e.event_id
WHERE e.event_name = 'Women''s Soccer'",0,1,1.0583,419,53,SELECT COUNT(DISTINCT link_to_member) FROM event_attendance WHERE event_name = 'Women''s Soccer',ast,silent_failure_suspected,1,2.0176,463,35,anthropic
evo_tm_00718,TABLE_MERGE,superhero,718,"How many superheroes have the super power of ""Super Strength""?",1,"SELECT COUNT(DISTINCT hp.hero_id)
FROM hero_power hp
JOIN superpower sp ON hp.power_id = sp.id
WHERE sp.power_name = 'Super Strength'",0,1.0588,264,49,"SELECT COUNT(DISTINCT hs.hero_id)
FROM hero_superpower hs
WHERE hs.power_name = 'Super Strength'",1,1.8979,260,38,"SELECT COUNT(DISTINCT hp.hero_id)
FROM hero_power hp
JOIN superpower sp ON hp.power_id = sp.id
WHERE sp.power_name = 'Super Strength'

Wait, let me check the schema again. The table is `hero_power` according to the schema provided. Let me look at the actual available tables:

- alignment
- attribute
- colour
- gender
- hero_attribute
- hero_power
- publisher
- race
- superhero
- superpower

The table `hero_power` does exist in the schema. However, looking more carefully at the relationship, I need to use the correct join. Let me reconsider - the error says ""no such table: hero_power"" but it's listed in the schema. 

Looking at the schema definition again, the table should be `hero_power`. The query structure looks correct. Let me verify the exact table name and rewrite:

SELECT COUNT(DISTINCT hero_id)
FROM hero_power
WHERE power_id IN (SELECT id FROM superpower WHERE power_name = 'Super Strength')",0,1,3.2115,352,248,SELECT COUNT(DISTINCT hero_id) FROM hero_superpower WHERE power_name = 'Super Strength',ast,valid,1,1.1876,396,33,anthropic
evo_tm_01153,TABLE_MERGE,thrombosis_prediction,1153,What is the disease patient '30609' diagnosed with. List all the date of laboratory tests done for this patient.,1,"SELECT DISTINCT p.Diagnosis, l.Date
FROM Patient p
LEFT JOIN Laboratory l ON p.ID = l.ID
WHERE p.ID = '30609'
ORDER BY l.Date",0,1.9424,398,53,"SELECT DISTINCT e.Diagnosis, pl.Date
FROM Examination e
LEFT JOIN Patient_Laboratory pl ON e.ID = pl.ID
WHERE e.ID = '30609'
ORDER BY pl.Date",0,1.4935,393,56,"SELECT DISTINCT p.Diagnosis, l.Date
FROM patient p
LEFT JOIN laboratory l ON p.ID = l.ID
WHERE p.ID = '30609'
ORDER BY l.Date",0,1,1.2757,482,47,"SELECT DISTINCT Diagnosis, Date FROM Patient_Laboratory WHERE ID = '30609' ORDER BY Date",ast,valid,1,0.9563,579,29,anthropic
evo_tm_01154,TABLE_MERGE,thrombosis_prediction,1154,State the sex and birthday of patient ID '163109'. When was the examination taken and what symptom does the patient had.,1,"SELECT 
  p.SEX,
  p.Birthday,
  e.`Examination Date`,
  e.Symptoms
FROM Patient p
LEFT JOIN Examination e ON p.ID = e.ID
WHERE p.ID = '163109'",0,1.182,400,66,"SELECT SEX, Birthday, ""Examination Date"", Symptoms
FROM Patient_Examination
WHERE ID = 163109",1,1.5155,400,30,"SELECT 
  p.SEX,
  p.Birthday,
  e.`Examination Date`,
  e.Symptoms
FROM patient p
LEFT JOIN examination e ON p.ID = e.ID
WHERE p.ID = '163109'",0,1,1.1635,498,60,"SELECT SEX, Birthday, ""Examination Date"", Symptoms FROM Patient_Examination WHERE ID = '163109'",ast,valid,1,1.6882,536,33,anthropic
evo_tm_01155,TABLE_MERGE,thrombosis_prediction,1155,"List the patient ID, sex and birthday of patient with LDH beyond normal range.",0,"SELECT DISTINCT p.ID, p.SEX, p.Birthday
FROM Patient p
JOIN Laboratory l ON p.ID = l.ID
WHERE l.LDH > 222",0,1.1604,392,49,"SELECT DISTINCT pl.ID, pl.SEX, pl.Birthday
FROM Patient_Laboratory pl
WHERE pl.LDH > 222",0,1.3938,387,39,"SELECT DISTINCT p.ID, p.SEX, p.Birthday
FROM patient p
JOIN laboratory l ON p.ID = l.ID
WHERE l.LDH > 222",0,1,1.056,473,44,"SELECT DISTINCT ID, SEX, Birthday FROM Patient_Laboratory WHERE LDH > 222",ast,valid,0,1.4941,571,28,anthropic
evo_tm_01156,TABLE_MERGE,thrombosis_prediction,1156,State the ID and age of patient with positive degree of coagulation.,0,"SELECT DISTINCT p.ID, CAST((julianday(e.Examination Date) - julianday(p.Birthday)) / 365.25 AS INTEGER) AS age
FROM Patient p
JOIN Examination e ON p.ID = e.ID
WHERE e.LAC = 'positive' OR e.RVVT = 'positive' OR e.KCT = 'positive'",0,1.6815,389,100,"SELECT DISTINCT pe.ID, CAST((julianday('now') - julianday(pe.Birthday)) / 365.25 AS INTEGER) AS age
FROM patient_examination pe
WHERE pe.KCT = 'positive' OR pe.RVVT = 'positive' OR pe.LAC = 'positive'",0,1.5281,387,85,"SELECT DISTINCT p.ID, CAST((julianday(e.""Examination Date"") - julianday(p.Birthday)) / 365.25 AS INTEGER) AS age
FROM Patient p
JOIN Examination e ON p.ID = e.ID
WHERE e.LAC = 'positive' OR e.RVVT = 'positive' OR e.KCT = 'positive'",0,1,1.1634,522,95,"SELECT DISTINCT ID, CAST((julianday(Examination Date) - julianday(Birthday)) / 365.25 AS INTEGER) AS age
FROM patient_examination
WHERE LAC = 'positive' OR RVVT = 'positive' OR KCT = 'positive'",parse_error,execution_error,0,1.3782,567,76,anthropic
evo_tm_00196,TABLE_MERGE,toxicology,196,"In the non-carcinogenic molecules, how many contain chlorine atoms?",0,"SELECT COUNT(DISTINCT m.molecule_id)
FROM molecule m
JOIN atom a ON m.molecule_id = a.molecule_id
WHERE m.label = 'non-carcinogenic'
AND a.element = 'Cl'",0,1.2204,149,64,"SELECT COUNT(DISTINCT m.molecule_id)
FROM molecule_atom m
WHERE m.element = 'Cl'
AND m.molecule_id NOT IN (
  SELECT DISTINCT molecule_id
  FROM molecule_atom
  WHERE element = 'C'
  AND molecule_id IN (
    SELECT molecule_id
    FROM molecule_atom
    GROUP BY molecule_id
    HAVING COUNT(DISTINCT element) > 0
  )
)
```

Wait, let me reconsider. The schema doesn't have a carcinogenic indicator. Let me check if there's information I'm missing. Based on the provided schema, there's no carcinogenic field. However, assuming ""non-carcinogenic"" might be determined by some property not shown, or this might be a trick question, let me provide the most logical query:

```sql
SELECT COUNT(DISTINCT molecule_id)
FROM molecule_atom
WHERE element = 'Cl'",0,2.8361,142,223,"SELECT COUNT(DISTINCT m.molecule_id)
FROM molecule m
JOIN atom a ON m.molecule_id = a.molecule_id
WHERE m.label = 'non-carcinogenic'
AND a.element = 'Cl'",0,1,1.1029,245,59,SELECT COUNT(DISTINCT molecule_id) FROM molecule_atom WHERE label = 'non-carcinogenic' AND element = 'Cl',ast,silent_failure_suspected,0,1.2088,344,40,anthropic
evo_tm_00197,TABLE_MERGE,toxicology,197,Calculate the average number of oxygen atoms in single-bonded molecules.,0,"SELECT AVG(oxygen_count) as average_oxygen_atoms
FROM (
  SELECT m.molecule_id, COUNT(a.atom_id) as oxygen_count
  FROM molecule m
  JOIN atom a ON m.molecule_id = a.molecule_id
  WHERE a.element = 'O'
  AND m.molecule_id IN (
    SELECT DISTINCT m2.molecule_id
    FROM molecule m2
    JOIN bond b ON m2.molecule_id = b.molecule_id
    WHERE b.bond_type = 'single'
  )
  GROUP BY m.molecule_id
)",0,1.6879,147,151,"SELECT AVG(oxygen_count) as average_oxygen_atoms
FROM (
  SELECT m.molecule_id, COUNT(*) as oxygen_count
  FROM molecule m
  JOIN atom_bond ab ON m.molecule_id = ab.molecule_id_bond
  WHERE ab.element = 'O' AND ab.bond_type = 'single'
  GROUP BY m.molecule_id
) subquery",0,2.2235,149,102,"SELECT AVG(oxygen_count) as average_oxygen_atoms
FROM (
  SELECT m.molecule_id, COUNT(a.atom_id) as oxygen_count
  FROM molecule m
  JOIN atom a ON m.molecule_id = a.molecule_id
  WHERE a.element = 'O'
  AND m.molecule_id IN (
    SELECT DISTINCT m2.molecule_id
    FROM molecule m2
    JOIN bond b ON m2.molecule_id = b.molecule_id
    WHERE b.bond_type = 'single'
  )
  GROUP BY m.molecule_id
)",0,1,1.4177,330,146,"SELECT AVG(oxygen_count) AS average_oxygen_atoms FROM (
  SELECT ab.molecule_id_atom, COUNT(ab.atom_id) AS oxygen_count 
  FROM atom_bond AS ab 
  WHERE ab.element = 'O' 
  AND ab.molecule_id_atom IN (
    SELECT DISTINCT ab2.molecule_id_bond 
    FROM atom_bond AS ab2 
    WHERE ab2.bond_type = 'single'
  ) 
  GROUP BY ab.molecule_id_atom
)",ast,valid,0,1.7804,359,136,anthropic
evo_tm_00198,TABLE_MERGE,toxicology,198,On average how many carcinogenic molecules are single bonded?,0,"SELECT AVG(single_bond_count)
FROM (
  SELECT molecule_id, COUNT(*) as single_bond_count
  FROM bond
  WHERE bond_type = 'single'
  GROUP BY molecule_id
)
WHERE molecule_id IN (
  SELECT molecule_id
  FROM molecule
  WHERE label = 'carcinogenic'
)
```

Wait, let me reconsider. The question asks ""on average how many carcinogenic molecules are single bonded"" - this could mean the average number of single bonds per carcinogenic molecule.

```sql
SELECT AVG(single_bond_count)
FROM (
  SELECT m.molecule_id, COUNT(b.bond_id) as single_bond_count
  FROM molecule m
  LEFT JOIN bond b ON m.molecule_id = b.molecule_id AND b.bond_type = 'single'
  WHERE m.label = 'carcinogenic'
  GROUP BY m.molecule_id
)",0,2.7447,146,233,"SELECT AVG(single_bond_count)
FROM (
  SELECT molecule_id, COUNT(*) as single_bond_count
  FROM bond
  WHERE bond_type = 'single'
  GROUP BY molecule_id
)
```

Wait, I need to reconsider. The question asks about ""carcinogenic molecules"" but there's no carcinogenic property in the schema. Let me provide the query for molecules with single bonds:

```sql
SELECT AVG(single_bond_count)
FROM (
  SELECT molecule_id, COUNT(*) as single_bond_count
  FROM bond
  WHERE bond_type = 'single'
  GROUP BY molecule_id
)",0,1.7749,139,163,"SELECT AVG(single_bond_count)
FROM (
  SELECT m.molecule_id, COUNT(b.bond_id) as single_bond_count
  FROM molecule m
  LEFT JOIN bond b ON m.molecule_id = b.molecule_id AND b.bond_type = 'single'
  WHERE m.label = 'carcinogenic'
  GROUP BY m.molecule_id
)",0,1,1.2191,456,102,"SELECT AVG(single_bond_count)
FROM (
  SELECT m.molecule_id, COUNT(b.bond_id) as single_bond_count
  FROM molecule_atom m
  LEFT JOIN bond b ON m.molecule_id = b.molecule_id AND b.bond_type = 'single'
  WHERE m.label = 'carcinogenic'
  GROUP BY m.molecule_id
)",parse_error,silent_failure_suspected,0,1.2945,512,104,anthropic
evo_tm_00199,TABLE_MERGE,toxicology,199,"In the molecule containing sodium atoms, how many are non-carcinogenic?",0,"SELECT COUNT(DISTINCT m.molecule_id)
FROM molecule m
WHERE m.molecule_id IN (
  SELECT DISTINCT a.molecule_id
  FROM atom a
  WHERE a.element = 'Na'
)
AND m.label LIKE '%non-carcinogenic%'",0,1.1837,149,75,"SELECT COUNT(DISTINCT m.molecule_id)
FROM molecule_atom m
WHERE m.element = 'Na'
AND m.molecule_id NOT IN (
  SELECT DISTINCT molecule_id
  FROM molecule_atom
  WHERE element IN ('C', 'H', 'N', 'O')
)
```

Wait, let me reconsider. The question asks about molecules containing sodium atoms and how many are non-carcinogenic. However, the schema doesn't have a carcinogenicity field. Let me provide a more reasonable interpretation:

```sql
SELECT COUNT(*)
FROM (
  SELECT DISTINCT m.molecule_id
  FROM molecule_atom m
  WHERE m.element = 'Na'
)
```

Actually, without a carcinogenicity indicator in the schema, I cannot determine which molecules are carcinogenic or non-carcinogenic. Based on the available schema, here's the query for molecules containing sodium:

```sql
SELECT COUNT(DISTINCT molecule_id)
FROM molecule_atom
WHERE element = 'Na'",0,2.6966,142,246,"SELECT COUNT(DISTINCT m.molecule_id)
FROM molecule m
WHERE m.molecule_id IN (
  SELECT DISTINCT a.molecule_id
  FROM atom a
  WHERE a.element = 'Na'
)
AND m.label LIKE '%non-carcinogenic%'",0,1,1.2204,256,70,SELECT COUNT(DISTINCT molecule_id) FROM molecule_atom WHERE element = 'Na' AND label LIKE '%non-carcinogenic%',ast,silent_failure_suspected,0,1.7807,348,40,anthropic
evo_tr_00000,TABLE_RENAME,california_schools,0,What is the highest eligible free rate for K-12 students in the schools in Alameda County?,0,"SELECT MAX(""Percent (%) Eligible Free (K-12)"") 
FROM frpm 
WHERE ""County Name"" = 'Alameda County'",0,1.1639,671,39,"SELECT MAX(""Percent (%) Eligible Free (K-12)"") 
FROM FreeReducedPriceMeals 
WHERE ""County Name"" = 'Alameda'",1,1.1422,678,45,"SELECT MAX(""Percent (%) Eligible Free (K-12)"") 
FROM frpm 
WHERE ""County Name"" = 'Alameda'",0,1,1.2191,748,38,"SELECT MAX(""Percent (%) Eligible Free (K-12)"") FROM FreeReducedPriceMeals WHERE ""County Name"" = 'Alameda County'",ast,silent_failure_suspected,0,2.0103,786,47,anthropic
